"","Week.starting","Language","Country.code","Tweets","group"
"1215",2019-09-08,"en","MDV",1,"1"
"1216",2019-09-08,"en","MEX",3,"1"
"1217",2019-09-08,"en","MKD",1,"1"
"1218",2019-09-08,"en","MLI",1,"1"
"1219",2019-09-08,"en","MLT",1,"1"
"1220",2019-09-08,"en","MMR",1,"1"
"1221",2019-09-08,"en","MWI",1,"1"
"1222",2019-09-08,"en","MYS",1,"1"
"1223",2019-09-08,"en","NGA",11,"1"
"1224",2019-09-08,"en","NLD",1,"1"
"1225",2019-09-08,"en","NPL",6,"1"
"1226",2019-09-08,"en","PAK",13,"1"
"1227",2019-09-08,"en","PAN",1,"1"
"1228",2019-09-08,"en","PHL",7,"1"
"1229",2019-09-08,"en","PRT",3,"1"
"1230",2019-09-08,"en","RUS",1,"1"
"1231",2019-09-08,"en","RWA",1,"1"
"1232",2019-09-08,"en","SAU",1,"1"
"1233",2019-09-08,"en","SOM",1,"1"
"1234",2019-09-08,"en","SVN",1,"1"
"1235",2019-09-08,"en","SWE",2,"1"
"1236",2019-09-08,"en","SYR",1,"1"
"1237",2019-09-08,"en","TUR",3,"1"
"1238",2019-09-08,"en","TZA",2,"1"
"1239",2019-09-08,"en","UKR",1,"1"
"1240",2019-09-08,"en","URY",1,"1"
"1241",2019-09-08,"en","USA",3237,"1"
"1242",2019-09-08,"en","VEN",5,"1"
"1243",2019-09-08,"en","VNM",1,"1"
"1244",2019-09-08,"en","WSM",1,"1"
"1245",2019-09-08,"en","ZAF",6,"1"
"1246",2019-09-08,"en","ZWE",13,"1"
"1248",2019-09-08,"fr","CAN",1,"1"
"1249",2019-09-08,"fr","COG",1,"1"
"1250",2019-09-08,"fr","DZA",1,"1"
"1251",2019-09-08,"fr","FRA",6,"1"
"1252",2019-09-08,"fr","ITA",1,"1"
"1253",2019-08-11,"en","HND",2,"1"
"1254",2019-08-11,"en","HRV",2,"1"
"1255",2019-08-11,"en","HTI",8,"1"
"1256",2019-08-11,"en","HUN",5,"1"
"1257",2019-08-11,"en","IDN",5,"1"
"1258",2019-08-11,"en","IMN",1,"1"
"1259",2019-08-11,"en","IND",17,"1"
"1260",2019-08-11,"en","IRL",4,"1"
"1261",2019-08-11,"en","IRN",18,"1"
"1262",2019-08-11,"en","IRQ",16,"1"
"1263",2019-08-11,"en","ISR",6,"1"
"1264",2019-08-11,"en","ITA",43,"1"
"1265",2019-08-11,"en","JAM",2,"1"
"1266",2019-08-11,"en","JEY",1,"1"
"1267",2019-08-11,"en","JPN",52,"1"
"1268",2019-08-11,"en","KAZ",6,"1"
"1269",2019-08-11,"en","KEN",3,"1"
"1270",2019-08-11,"en","KGZ",1,"1"
"1271",2019-08-11,"en","KOR",6,"1"
"1272",2019-08-11,"en","KWT",1,"1"
"1273",2019-08-11,"en","LBN",5,"1"
"1274",2019-08-11,"en","LBR",8,"1"
"1275",2019-08-11,"en","LBY",1,"1"
"1276",2019-08-11,"en","LKA",1,"1"
"1277",2019-08-11,"en","LVA",2,"1"
"1278",2019-08-11,"en","MAC",1,"1"
"1279",2019-08-11,"en","MAR",5,"1"
"1280",2019-08-11,"en","MDG",3,"1"
"1281",2019-08-11,"en","MEX",32,"1"
"1282",2019-08-11,"en","MLI",56,"1"
"1283",2019-08-11,"en","MMR",4,"1"
"1284",2019-08-11,"en","MNG",2,"1"
"1285",2019-08-11,"en","MRT",2,"1"
"1286",2019-08-11,"en","MTQ",2,"1"
"1287",2019-08-11,"en","MYS",6,"1"
"1288",2019-08-11,"en","NAM",1,"1"
"1289",2019-08-11,"en","NCL",1,"1"
"1290",2019-08-11,"en","NGA",17,"1"
"1291",2019-08-11,"en","NLD",16,"1"
"1292",2019-08-11,"en","NOR",10,"1"
"1293",2019-08-11,"en","NPL",11,"1"
"1294",2019-08-11,"en","PAK",14,"1"
"1295",2019-08-11,"en","PAN",8,"1"
"1296",2019-08-11,"en","PHL",24,"1"
"1297",2019-08-11,"en","PNG",3,"1"
"1298",2019-08-11,"en","POL",4,"1"
"1299",2019-08-11,"en","PRI",1,"1"
"1300",2019-08-11,"en","PRK",2,"1"
"1301",2019-08-11,"en","PRT",23,"1"
"1302",2019-08-11,"en","PRY",2,"1"
"1303",2019-08-11,"en","PSE",4,"1"
"1304",2019-08-11,"en","PYF",2,"1"
"1305",2019-08-11,"en","QAT",2,"1"
"1306",2019-08-11,"en","ROU",4,"1"
"1307",2019-08-11,"en","RUS",13,"1"
"1308",2019-08-11,"en","RWA",1,"1"
"1309",2019-08-11,"en","SAU",8,"1"
"1310",2019-08-11,"en","SEN",5,"1"
"1311",2019-08-11,"en","SGP",1,"1"
"1312",2019-08-11,"en","SLE",1,"1"
"1313",2019-08-11,"en","SLV",1,"1"
"1314",2019-08-11,"en","SOM",4,"1"
"1315",2019-08-11,"en","SRB",1,"1"
"1316",2019-08-11,"en","SSD",5,"1"
"1317",2019-08-11,"en","SVN",1,"1"
"1318",2019-08-11,"en","SWE",29,"1"
"1319",2019-08-11,"en","SYR",4,"1"
"1320",2019-08-11,"en","TCD",2,"1"
"1321",2019-08-11,"en","THA",10,"1"
"1322",2019-08-11,"en","TUN",3,"1"
"1323",2019-08-11,"en","TUR",4,"1"
"1324",2019-08-11,"en","TWN",6,"1"
"1325",2019-08-11,"en","TZA",1,"1"
"1326",2019-08-11,"en","UGA",1,"1"
"1327",2019-08-11,"en","UKR",2,"1"
"1328",2019-08-11,"en","URY",5,"1"
"1329",2019-08-11,"en","USA",37199,"1"
"1330",2019-08-11,"en","UZB",1,"1"
"1331",2019-08-11,"en","VEN",2,"1"
"1332",2019-08-11,"en","VIR",1,"1"
"1333",2019-08-11,"en","VNM",2,"1"
"1334",2019-08-11,"en","YEM",5,"1"
"1335",2019-08-11,"en","ZAF",5,"1"
"1336",2019-08-11,"en","ZWE",9,"1"
"1338",2019-08-11,"fr","ALB",1,"1"
"1339",2019-08-11,"fr","BEL",1,"1"
"1340",2019-08-11,"fr","CAN",3,"1"
"1341",2019-08-11,"fr","FRA",34,"1"
"1342",2019-08-11,"fr","GBR",2,"1"
"1343",2019-08-11,"fr","IRQ",1,"1"
"1344",2019-08-11,"fr","MAR",2,"1"
"1345",2019-08-11,"fr","OMN",1,"1"
"1346",2019-08-11,"fr","USA",2,"1"
"1348",2019-08-18,"ar","AFG",5,"1"
"1349",2019-08-18,"ar","ARE",3,"1"
"1350",2019-08-18,"ar","ARG",1,"1"
"1351",2019-08-18,"ar","BGD",1,"1"
"1352",2019-08-18,"ar","BHR",1,"1"
"1353",2019-08-18,"ar","BRA",2,"1"
"1354",2019-08-18,"ar","CAN",1,"1"
"1355",2019-08-18,"ar","CHN",1,"1"
"1356",2019-08-18,"ar","CYP",1,"1"
"1357",2019-08-18,"ar","DEU",2,"1"
"1358",2019-08-18,"ar","DNK",2,"1"
"1359",2019-08-18,"ar","DZA",4,"1"
"1360",2019-08-18,"ar","EGY",16,"1"
"1361",2019-08-18,"ar","ESP",6,"1"
"1362",2019-08-18,"ar","FIN",1,"1"
"1363",2019-08-18,"ar","FRA",5,"1"
"1364",2019-08-18,"ar","GBR",1,"1"
"1365",2019-08-18,"ar","IRN",11,"1"
"1366",2019-08-18,"ar","IRQ",26,"1"
"1367",2019-08-18,"ar","ISR",2,"1"
"1368",2019-08-18,"ar","ITA",2,"1"
"1369",2019-08-18,"ar","JPN",1,"1"
"1370",2019-08-18,"ar","LBN",5,"1"
"1371",2019-08-18,"ar","LBY",3,"1"
"1372",2019-08-18,"ar","MAR",2,"1"
"1373",2019-08-18,"ar","MRT",1,"1"
"1374",2019-08-18,"ar","NLD",1,"1"
"1375",2019-08-18,"ar","NOR",2,"1"
"1376",2019-08-18,"ar","OMN",1,"1"
"1377",2019-08-18,"ar","PAK",4,"1"
"1378",2019-08-18,"ar","PSE",26,"1"
"1379",2019-08-18,"ar","QAT",6,"1"
"1380",2019-08-18,"ar","SAU",8,"1"
"1381",2019-08-18,"ar","SDN",1,"1"
"1382",2019-08-18,"ar","SWE",1,"1"
"1383",2019-08-18,"ar","SYR",16,"1"
"1384",2019-08-18,"ar","TCD",1,"1"
"1385",2019-08-18,"ar","TUN",1,"1"
"1386",2019-08-18,"ar","TUR",13,"1"
"1387",2019-08-18,"ar","UKR",1,"1"
"1388",2019-08-18,"ar","USA",22,"1"
"1389",2019-08-18,"ar","VAT",1,"1"
"1390",2019-08-18,"ar","YEM",959,"1"
"1392",2019-08-18,"en","AFG",8,"1"
"1393",2019-08-18,"en","ALB",5,"1"
"1394",2019-08-18,"en","ARE",6,"1"
"1395",2019-08-18,"en","ARG",2,"1"
"1396",2019-08-18,"en","ARM",1,"1"
"1397",2019-08-18,"en","ATA",4,"1"
"1398",2019-08-18,"en","AUS",7,"1"
"1399",2019-08-18,"en","AUT",4,"1"
"1400",2019-08-18,"en","AZE",3,"1"
"1401",2019-08-18,"en","BEL",8,"1"
"1402",2019-08-18,"en","BEN",1,"1"
"1403",2019-08-18,"en","BFA",2,"1"
"1404",2019-08-18,"en","BGR",1,"1"
"1405",2019-08-18,"en","BHR",1,"1"
"1406",2019-08-18,"en","BHS",1,"1"
"1407",2019-08-18,"en","BIH",3,"1"
"1408",2019-08-18,"en","BOL",1,"1"
"1409",2019-08-18,"en","BRA",24,"1"
"1410",2019-08-18,"en","BTN",1,"1"
"1411",2019-08-18,"en","CAF",4,"1"
"1412",2019-08-18,"en","CAN",21,"1"
"1413",2019-08-18,"en","CHE",8,"1"
"1414",2019-08-18,"en","CHL",2,"1"
"1415",2019-08-18,"en","CHN",10,"1"
"1416",2019-08-18,"en","CMR",33,"1"
"1417",2019-08-18,"en","COD",1,"1"
"1418",2019-08-18,"en","COG",3,"1"
"1419",2019-08-18,"en","COL",2,"1"
"1420",2019-08-18,"en","CRI",1,"1"
"1421",2019-08-18,"en","CUB",1,"1"
"1422",2019-08-18,"en","CYP",3,"1"
"1423",2019-08-18,"en","CZE",7,"1"
"1424",2019-08-18,"en","DEU",26,"1"
"1425",2019-08-18,"en","DJI",2,"1"
"1426",2019-08-18,"en","DZA",3,"1"
"1427",2019-08-18,"en","ECU",12,"1"
"1428",2019-08-18,"en","EGY",2,"1"
"1429",2019-08-18,"en","ESP",17,"1"
"1430",2019-08-18,"en","EST",2,"1"
"1431",2019-08-18,"en","ETH",4,"1"
"1432",2019-08-18,"en","FIN",27,"1"
"1433",2019-08-18,"en","FJI",1,"1"
"1434",2019-08-18,"en","FRA",34,"1"
"1435",2019-08-18,"en","GBR",69,"1"
"1436",2019-08-18,"en","GGY",1,"1"
"1437",2019-08-18,"en","GHA",2,"1"
"1438",2019-08-18,"en","GRC",6,"1"
"1439",2019-08-18,"en","GRD",1,"1"
"1440",2019-08-18,"en","GTM",1,"1"
"1441",2019-08-18,"en","HKG",12,"1"
"1442",2019-08-18,"en","HND",5,"1"
"1443",2019-08-18,"en","HRV",2,"1"
"1444",2019-08-18,"en","HTI",6,"1"
"1445",2019-08-18,"en","HUN",1,"1"
"1446",2019-08-18,"en","IDN",6,"1"
"1447",2019-08-18,"en","IND",76,"1"
"1448",2019-08-18,"en","IRL",1,"1"
"1449",2019-08-18,"en","IRN",32,"1"
"1450",2019-08-18,"en","IRQ",6,"1"
"1451",2019-08-18,"en","ISR",7,"1"
"1452",2019-08-18,"en","ITA",46,"1"
"1453",2019-08-18,"en","JAM",2,"1"
"1454",2019-08-18,"en","JOR",1,"1"
"1455",2019-08-18,"en","JPN",41,"1"
"1456",2019-08-18,"en","KAZ",2,"1"
"1457",2019-08-18,"en","KEN",21,"1"
"1458",2019-08-18,"en","KGZ",2,"1"
"1459",2019-08-18,"en","KHM",4,"1"
"1460",2019-08-18,"en","KOR",7,"1"
"1461",2019-08-18,"en","KWT",3,"1"
"1462",2019-08-18,"en","LAO",4,"1"
"1463",2019-08-18,"en","LBN",8,"1"
"1464",2019-08-18,"en","LBR",1,"1"
"1465",2019-08-18,"en","LBY",4,"1"
"1466",2019-08-18,"en","LKA",1,"1"
"1467",2019-08-18,"en","LSO",2,"1"
"1468",2019-08-18,"en","LTU",3,"1"
"1469",2019-08-18,"en","LUX",11,"1"
"1470",2019-08-18,"en","LVA",2,"1"
"1471",2019-08-18,"en","MAR",3,"1"
"1472",2019-08-18,"en","MDG",1,"1"
"1473",2019-08-18,"en","MEX",18,"1"
"1474",2019-08-18,"en","MKD",2,"1"
"1475",2019-08-18,"en","MLI",48,"1"
"1476",2019-08-18,"en","MLT",2,"1"
"1477",2019-08-18,"en","MMR",11,"1"
"1478",2019-08-18,"en","MNE",1,"1"
"1479",2019-08-18,"en","MNG",3,"1"
"1480",2019-08-18,"en","MNP",1,"1"
"1481",2019-08-18,"en","MSR",1,"1"
"1482",2019-08-18,"en","NAM",14,"1"
"1483",2019-08-18,"en","NGA",17,"1"
"1484",2019-08-18,"en","NIC",2,"1"
"1485",2019-08-18,"en","NIU",1,"1"
"1486",2019-08-18,"en","NLD",9,"1"
"1487",2019-08-18,"en","NOR",3,"1"
"1488",2019-08-18,"en","NPL",6,"1"
"1489",2019-08-18,"en","NRU",1,"1"
"1490",2019-08-18,"en","NZL",5,"1"
"1491",2019-08-18,"en","OMN",3,"1"
"1492",2019-08-18,"en","PAK",100,"1"
"1493",2019-08-18,"en","PAN",1,"1"
"1494",2019-08-18,"en","PHL",114,"1"
"1495",2019-08-18,"en","POL",1,"1"
"1496",2019-08-18,"en","PRI",2,"1"
"1497",2019-08-18,"en","PRK",2,"1"
"1498",2019-08-18,"en","PRT",14,"1"
"1499",2019-08-18,"en","PRY",3,"1"
"1500",2019-08-18,"en","PSE",2,"1"
"1501",2019-08-18,"en","PYF",1,"1"
"1502",2019-08-18,"en","QAT",4,"1"
"1503",2019-08-18,"en","ROU",1,"1"
"1504",2019-08-18,"en","RUS",1,"1"
"1505",2019-08-18,"en","RWA",1,"1"
"1506",2019-08-18,"en","SAU",7,"1"
"1507",2019-08-18,"en","SDN",1,"1"
"1508",2019-08-18,"en","SEN",18,"1"
"1509",2019-08-18,"en","SLB",1,"1"
"1510",2019-08-18,"en","SOM",37,"1"
"1511",2019-08-18,"en","SRB",2,"1"
"1512",2019-08-18,"en","SVK",2,"1"
"1513",2019-08-18,"en","SVN",3,"1"
"1514",2019-08-18,"en","SWE",24,"1"
"1515",2019-08-18,"en","SYR",11,"1"
"1516",2019-08-18,"en","TCD",3,"1"
"1517",2019-08-18,"en","THA",6,"1"
"1518",2019-08-18,"en","TKM",1,"1"
"1519",2019-08-18,"en","TLS",1,"1"
"1520",2019-08-18,"en","TUN",2,"1"
"1521",2019-08-18,"en","TUR",6,"1"
"1522",2019-08-18,"en","TWN",5,"1"
"1523",2019-08-18,"en","TZA",2,"1"
"1524",2019-08-18,"en","UGA",3,"1"
"1525",2019-08-18,"en","UKR",5,"1"
"1526",2019-08-18,"en","URY",1,"1"
"1527",2019-08-18,"en","USA",32007,"1"
"1528",2019-08-18,"en","VEN",3,"1"
"1529",2019-08-18,"en","VIR",1,"1"
"1530",2019-08-18,"en","VNM",1,"1"
"1531",2019-08-18,"en","YEM",5,"1"
"1532",2019-08-18,"en","ZAF",33,"1"
"1533",2019-08-18,"en","ZMB",5,"1"
"1534",2019-08-18,"en","ZWE",11,"1"
"1536",2019-08-18,"fr","BEL",6,"1"
"1537",2019-08-18,"fr","BEN",1,"1"
"1538",2019-08-18,"fr","BHR",1,"1"
"1539",2019-08-18,"fr","CHE",2,"1"
"1540",2019-08-18,"fr","COD",4,"1"
"1541",2019-08-18,"fr","DEU",1,"1"
"1542",2019-08-18,"fr","ESP",1,"1"
"1543",2019-08-18,"fr","FIN",4,"1"
"1544",2019-08-18,"fr","FRA",70,"1"
"1545",2019-08-18,"fr","GBR",3,"1"
"1546",2019-08-18,"fr","GLP",1,"1"
"1547",2019-08-18,"fr","GRC",1,"1"
"1548",2019-08-18,"fr","ISR",1,"1"
"1549",2019-08-18,"fr","ITA",2,"1"
"1550",2019-08-18,"fr","JPN",1,"1"
"1551",2019-08-18,"fr","KOR",1,"1"
"1552",2019-08-18,"fr","MAR",1,"1"
"1553",2019-08-18,"fr","SSD",1,"1"
"1554",2019-08-18,"fr","SVN",1,"1"
"1555",2019-08-18,"fr","TCD",1,"1"
"1556",2019-08-18,"fr","TGO",1,"1"
"1557",2019-08-18,"fr","USA",4,"1"
"1559",2019-08-25,"ar","AFG",3,"1"
"1560",2019-08-25,"ar","ARE",5,"1"
"1561",2019-08-25,"ar","ARG",1,"1"
"1562",2019-08-25,"ar","AUT",1,"1"
"1563",2019-08-25,"ar","BEL",1,"1"
"1564",2019-08-25,"ar","BGD",1,"1"
"1565",2019-08-25,"ar","BHR",2,"1"
"1566",2019-08-25,"ar","BIH",1,"1"
"1567",2019-08-25,"ar","CHN",1,"1"
"1568",2019-08-25,"ar","COL",1,"1"
"1569",2019-08-25,"ar","COM",1,"1"
"1570",2019-08-25,"ar","CZE",1,"1"
"1571",2019-08-25,"ar","DEU",5,"1"
"1572",2019-08-25,"ar","DZA",1,"1"
"1573",2019-08-25,"ar","EGY",9,"1"
"1574",2019-08-25,"ar","ESP",5,"1"
"1575",2019-08-25,"ar","ETH",1,"1"
"1576",2019-08-25,"ar","FIN",4,"1"
"1577",2019-08-25,"ar","FRA",6,"1"
"1578",2019-08-25,"ar","GBR",2,"1"
"1579",2019-08-25,"ar","IDN",1,"1"
"1580",2019-08-25,"ar","IND",1,"1"
"1581",2019-08-25,"ar","IRN",10,"1"
"1582",2019-08-25,"ar","IRQ",11,"1"
"1583",2019-08-25,"ar","ISR",1,"1"
"1584",2019-08-25,"ar","ITA",1,"1"
"1585",2019-08-25,"ar","JPN",2,"1"
"1586",2019-08-25,"ar","KEN",1,"1"
"1587",2019-08-25,"ar","KOR",1,"1"
"1588",2019-08-25,"ar","KWT",1,"1"
"1589",2019-08-25,"ar","LBN",25,"1"
"1590",2019-08-25,"ar","MAR",3,"1"
"1591",2019-08-25,"ar","MYS",1,"1"
"1592",2019-08-25,"ar","NER",1,"1"
"1593",2019-08-25,"ar","NLD",2,"1"
"1594",2019-08-25,"ar","OMN",4,"1"
"1595",2019-08-25,"ar","PHL",1,"1"
"1596",2019-08-25,"ar","PSE",5,"1"
"1597",2019-08-25,"ar","QAT",4,"1"
"1598",2019-08-25,"ar","SAU",10,"1"
"1599",2019-08-25,"ar","SDN",1,"1"
"1600",2019-08-25,"ar","SWE",1,"1"
"1601",2019-08-25,"ar","SYR",11,"1"
"1602",2019-08-25,"ar","TCD",1,"1"
"1603",2019-08-25,"ar","TUN",4,"1"
"1604",2019-08-25,"ar","TUR",3,"1"
"1605",2019-08-25,"ar","UKR",1,"1"
"1606",2019-08-25,"ar","URY",1,"1"
"1607",2019-08-25,"ar","USA",28,"1"
"1608",2019-08-25,"ar","YEM",889,"1"
"1610",2019-08-25,"en","ABW",2,"1"
"1611",2019-08-25,"en","AFG",25,"1"
"1612",2019-08-25,"en","AGO",3,"1"
"1613",2019-08-25,"en","ALB",8,"1"
"1614",2019-08-25,"en","AND",3,"1"
"1615",2019-08-25,"en","ARE",18,"1"
"1616",2019-08-25,"en","ARG",5,"1"
"1617",2019-08-25,"en","ARM",1,"1"
"1618",2019-08-25,"en","ATA",2,"1"
"1619",2019-08-25,"en","ATG",1,"1"
"1620",2019-08-25,"en","AUS",19,"1"
"1621",2019-08-25,"en","AUT",6,"1"
"1622",2019-08-25,"en","AZE",3,"1"
"1623",2019-08-25,"en","BEL",13,"1"
"1624",2019-08-25,"en","BFA",5,"1"
"1625",2019-08-25,"en","BGD",2,"1"
"1626",2019-08-25,"en","BGR",1,"1"
"1627",2019-08-25,"en","BHR",3,"1"
"1628",2019-08-25,"en","BHS",1,"1"
"1629",2019-08-25,"en","BIH",1,"1"
"1630",2019-08-25,"en","BOL",3,"1"
"1631",2019-08-25,"en","BRA",23,"1"
"1632",2019-08-25,"en","BRB",1,"1"
"1633",2019-08-25,"en","BRN",3,"1"
"1634",2019-08-25,"en","BTN",4,"1"
"1635",2019-08-25,"en","BWA",1,"1"
"1636",2019-08-25,"en","CAF",4,"1"
"1637",2019-08-25,"en","CAN",40,"1"
"1638",2019-08-25,"en","CHE",21,"1"
"1639",2019-08-25,"en","CHL",3,"1"
"1640",2019-08-25,"en","CHN",31,"1"
"1641",2019-08-25,"en","CIV",1,"1"
"1642",2019-08-25,"en","CMR",57,"1"
"1643",2019-08-25,"en","COD",5,"1"
"1644",2019-08-25,"en","COG",8,"1"
"1645",2019-08-25,"en","COL",10,"1"
"1646",2019-08-25,"en","COM",1,"1"
"1647",2019-08-25,"en","CPV",3,"1"
"1648",2019-08-25,"en","CRI",1,"1"
"1649",2019-08-25,"en","CUB",2,"1"
"1650",2019-08-25,"en","CYP",5,"1"
"1651",2019-08-25,"en","CZE",5,"1"
"1652",2019-08-25,"en","DEU",43,"1"
"1653",2019-08-25,"en","DJI",3,"1"
"1654",2019-08-25,"en","DMA",2,"1"
"1655",2019-08-25,"en","DNK",1,"1"
"1656",2019-08-25,"en","DOM",1,"1"
"1657",2019-08-25,"en","DZA",18,"1"
"1658",2019-08-25,"en","ECU",20,"1"
"1659",2019-08-25,"en","EGY",8,"1"
"1660",2019-08-25,"en","ERI",1,"1"
"1661",2019-08-25,"en","ESP",35,"1"
"1662",2019-08-25,"en","EST",2,"1"
"1663",2019-08-25,"en","ETH",9,"1"
"1664",2019-08-25,"en","FIN",25,"1"
"1665",2019-08-25,"en","FRA",55,"1"
"1666",2019-08-25,"en","GAB",2,"1"
"1667",2019-08-25,"en","GBR",96,"1"
"1668",2019-08-25,"en","GEO",2,"1"
"1669",2019-08-25,"en","GGY",4,"1"
"1670",2019-08-25,"en","GHA",9,"1"
"1671",2019-08-25,"en","GIB",1,"1"
"1672",2019-08-25,"en","GIN",3,"1"
"1673",2019-08-25,"en","GLP",1,"1"
"1674",2019-08-25,"en","GMB",2,"1"
"1675",2019-08-25,"en","GRC",9,"1"
"1676",2019-08-25,"en","GRL",3,"1"
"1677",2019-08-25,"en","GTM",9,"1"
"1678",2019-08-25,"en","GUM",1,"1"
"1679",2019-08-25,"en","GUY",1,"1"
"1680",2019-08-25,"en","HKG",47,"1"
"1681",2019-08-25,"en","HRV",3,"1"
"1682",2019-08-25,"en","HTI",8,"1"
"1683",2019-08-25,"en","HUN",2,"1"
"1684",2019-08-25,"en","IDN",33,"1"
"1685",2019-08-25,"en","IND",127,"1"
"1686",2019-08-25,"en","IRL",15,"1"
"1687",2019-08-25,"en","IRN",48,"1"
"1688",2019-08-25,"en","IRQ",14,"1"
"1689",2019-08-25,"en","ISL",5,"1"
"1690",2019-08-25,"en","ISR",1,"1"
"1691",2019-08-25,"en","ITA",49,"1"
"1692",2019-08-25,"en","JAM",4,"1"
"1693",2019-08-25,"en","JOR",3,"1"
"1694",2019-08-25,"en","JPN",74,"1"
"1695",2019-08-25,"en","KAZ",8,"1"
"1696",2019-08-25,"en","KEN",6,"1"
"1697",2019-08-25,"en","KGZ",2,"1"
"1698",2019-08-25,"en","KHM",6,"1"
"1699",2019-08-25,"en","KOR",32,"1"
"1700",2019-08-25,"en","KWT",7,"1"
"1701",2019-08-25,"en","LAO",2,"1"
"1702",2019-08-25,"en","LBN",6,"1"
"1703",2019-08-25,"en","LBR",5,"1"
"1704",2019-08-25,"en","LBY",4,"1"
"1705",2019-08-25,"en","LIE",5,"1"
"1706",2019-08-25,"en","LKA",1,"1"
"1707",2019-08-25,"en","LTU",4,"1"
"1708",2019-08-25,"en","LUX",9,"1"
"1709",2019-08-25,"en","LVA",10,"1"
"1710",2019-08-25,"en","MAR",10,"1"
"1711",2019-08-25,"en","MDV",1,"1"
"1712",2019-08-25,"en","MEX",27,"1"
"1713",2019-08-25,"en","MLI",27,"1"
"1714",2019-08-25,"en","MLT",2,"1"
"1715",2019-08-25,"en","MMR",22,"1"
"1716",2019-08-25,"en","MNG",5,"1"
"1717",2019-08-25,"en","MOZ",1,"1"
"1718",2019-08-25,"en","MRT",5,"1"
"1719",2019-08-25,"en","MSR",9,"1"
"1720",2019-08-25,"en","MTQ",1,"1"
"1721",2019-08-25,"en","MUS",4,"1"
"1722",2019-08-25,"en","MYS",8,"1"
"1723",2019-08-25,"en","MYT",2,"1"
"1724",2019-08-25,"en","NAM",14,"1"
"1725",2019-08-25,"en","NER",1,"1"
"1726",2019-08-25,"en","NGA",29,"1"
"1727",2019-08-25,"en","NIC",1,"1"
"1728",2019-08-25,"en","NLD",14,"1"
"1729",2019-08-25,"en","NOR",9,"1"
"1730",2019-08-25,"en","NPL",32,"1"
"1731",2019-08-25,"en","NZL",2,"1"
"1732",2019-08-25,"en","OMN",8,"1"
"1733",2019-08-25,"en","PAK",76,"1"
"1734",2019-08-25,"en","PER",3,"1"
"1735",2019-08-25,"en","PHL",125,"1"
"1736",2019-08-25,"en","PLW",1,"1"
"1737",2019-08-25,"en","PNG",2,"1"
"1738",2019-08-25,"en","POL",9,"1"
"1739",2019-08-25,"en","PRI",1,"1"
"1740",2019-08-25,"en","PRK",1,"1"
"1741",2019-08-25,"en","PRT",24,"1"
"1742",2019-08-25,"en","PRY",2,"1"
"1743",2019-08-25,"en","PSE",11,"1"
"1744",2019-08-25,"en","PYF",3,"1"
"1745",2019-08-25,"en","QAT",2,"1"
"1746",2019-08-25,"en","REU",1,"1"
"1747",2019-08-25,"en","ROU",3,"1"
"1748",2019-08-25,"en","RUS",24,"1"
"1749",2019-08-25,"en","RWA",2,"1"
"1750",2019-08-25,"en","SAU",28,"1"
"1751",2019-08-25,"en","SDN",2,"1"
"1752",2019-08-25,"en","SEN",21,"1"
"1753",2019-08-25,"en","SGP",1,"1"
"1754",2019-08-25,"en","SLB",1,"1"
"1755",2019-08-25,"en","SLE",4,"1"
"1756",2019-08-25,"en","SOM",14,"1"
"1757",2019-08-25,"en","SRB",1,"1"
"1758",2019-08-25,"en","STP",1,"1"
"1759",2019-08-25,"en","SUR",2,"1"
"1760",2019-08-25,"en","SVK",4,"1"
"1761",2019-08-25,"en","SVN",6,"1"
"1762",2019-08-25,"en","SWE",28,"1"
"1763",2019-08-25,"en","SWZ",6,"1"
"1764",2019-08-25,"en","SYR",10,"1"
"1765",2019-08-25,"en","TCD",7,"1"
"1766",2019-08-25,"en","THA",16,"1"
"1767",2019-08-25,"en","TKM",2,"1"
"1768",2019-08-25,"en","TLS",1,"1"
"1769",2019-08-25,"en","TON",2,"1"
"1770",2019-08-25,"en","TTO",2,"1"
"1771",2019-08-25,"en","TUN",13,"1"
"1772",2019-08-25,"en","TUR",21,"1"
"1773",2019-08-25,"en","TWN",21,"1"
"1774",2019-08-25,"en","TZA",2,"1"
"1775",2019-08-25,"en","UGA",2,"1"
"1776",2019-08-25,"en","UKR",7,"1"
"1777",2019-08-25,"en","URY",4,"1"
"1778",2019-08-25,"en","USA",62401,"1"
"1779",2019-08-25,"en","UZB",2,"1"
"1780",2019-08-25,"en","VEN",5,"1"
"1781",2019-08-25,"en","VNM",8,"1"
"1782",2019-08-25,"en","WSM",1,"1"
"1783",2019-08-25,"en","YEM",7,"1"
"1784",2019-08-25,"en","ZAF",63,"1"
"1785",2019-08-25,"en","ZMB",9,"1"
"1786",2019-08-25,"en","ZWE",26,"1"
"1788",2019-08-25,"fr","BEL",5,"1"
"1789",2019-08-25,"fr","CHE",3,"1"
"1790",2019-08-25,"fr","CMR",10,"1"
"1791",2019-08-25,"fr","COG",1,"1"
"1792",2019-08-25,"fr","FIN",1,"1"
"1793",2019-08-25,"fr","FRA",39,"1"
"1794",2019-08-25,"fr","GHA",1,"1"
"1795",2019-08-25,"fr","MAR",1,"1"
"1796",2019-08-25,"fr","MEX",1,"1"
"1797",2019-08-25,"fr","SEN",1,"1"
"1798",2019-08-25,"fr","TUR",1,"1"
"1799",2019-08-25,"fr","UKR",1,"1"
